generation,rank_1,rank_2,swapAccepted
905000,1,3,1
906000,1,4,1
907000,1,3,1
908000,2,3,1
909000,1,2,1
910000,3,4,1
911000,3,4,1
912000,3,4,1
913000,2,4,1
914000,1,3,1
915000,1,3,1
916000,3,4,1
917000,1,3,1
918000,1,4,1
919000,1,4,1
920000,1,4,1
921000,2,3,1
922000,3,4,1
923000,3,4,1
924000,1,3,1
925000,1,3,1
926000,3,4,1
927000,2,4,1
928000,1,4,1
929000,2,4,1
930000,1,4,1
931000,1,2,1
932000,2,4,1
933000,2,3,1
934000,1,4,1
935000,1,4,1
936000,2,4,1
937000,2,4,1
938000,3,4,1
939000,1,3,1
940000,1,3,1
941000,3,4,1
942000,1,4,1
943000,2,4,1
944000,2,4,1
945000,2,3,1
946000,1,4,1
947000,2,3,1
948000,3,4,1
949000,3,4,1
950000,1,4,1
951000,2,4,1
952000,1,2,1
953000,1,2,1
954000,2,4,1
955000,2,3,1
956000,1,4,1
957000,1,2,1
958000,1,2,1
959000,2,3,1
960000,1,3,1
961000,2,4,1
962000,2,4,1
963000,2,4,1
964000,1,4,1
965000,1,4,1
966000,1,4,1
967000,2,4,1
968000,1,2,1
969000,1,4,1
970000,2,4,1
971000,2,4,1
972000,1,2,1
973000,2,3,1
974000,1,3,1
975000,1,2,1
976000,1,4,1
977000,2,4,1
978000,3,4,1
979000,3,4,1
980000,1,3,1
981000,2,3,1
982000,1,3,1
983000,1,3,1
984000,1,4,1
985000,1,4,1
986000,2,4,1
987000,2,3,1
988000,3,4,1
989000,1,2,1
990000,1,3,1
991000,1,4,1
992000,3,4,1
993000,1,3,1
994000,1,2,1
995000,3,4,1
996000,3,4,1
997000,1,3,1
998000,3,4,1
999000,1,4,1
1000000,3,4,1
